,id_criatura,id_personal,id_tratamiento,fecha,hora,fecha_y_hora
871,36,10,4,9998-08-24,08:23,9998-08-24 08:23:00
872,34,14,3,9715-01-13,13:03,9715-01-13 13:03:00
873,96,25,7,9262-01-27,15:41,9262-01-27 15:41:00
874,26,17,4,9849-05-02,12:58,9849-05-02 12:58:00
875,103,5,7,9005-09-01,18:22,9005-09-01 18:22:00
876,22,13,5,9271-01-17,11:38,9271-01-17 11:38:00
877,4,21,8,9068-08-19,08:15,9068-08-19 08:15:00
878,105,30,4,9123-06-30,14:54,9123-06-30 14:54:00
879,61,28,9,9529-01-20,13:06,9529-01-20 13:06:00
880,17,3,9,9131-01-29,16:16,9131-01-29 16:16:00
881,42,6,4,9992-03-31,12:17,9992-03-31 12:17:00
882,57,7,2,9591-12-21,16:28,9591-12-21 16:28:00
883,114,4,10,9243-11-12,17:29,9243-11-12 17:29:00
884,72,10,8,9366-03-07,12:15,9366-03-07 12:15:00
885,82,3,2,9689-07-08,13:39,9689-07-08 13:39:00
886,9,16,4,9119-05-26,11:55,9119-05-26 11:55:00
887,51,11,3,9415-05-10,17:45,9415-05-10 17:45:00
888,55,23,2,9211-07-25,18:44,9211-07-25 18:44:00
889,88,5,9,9155-12-28,17:00,9155-12-28 17:00:00
890,110,20,9,9642-09-26,12:04,9642-09-26 12:04:00
891,76,2,6,9476-04-16,12:49,9476-04-16 12:49:00
892,25,26,4,9218-06-14,15:02,9218-06-14 15:02:00
893,120,19,1,9503-06-19,08:34,9503-06-19 08:34:00
894,68,4,2,9270-10-21,15:51,9270-10-21 15:51:00
895,68,1,1,9980-05-19,10:02,9980-05-19 10:02:00
896,103,11,3,9825-07-17,18:22,9825-07-17 18:22:00
897,2,1,6,9714-09-06,17:28,9714-09-06 17:28:00
898,58,23,5,9911-03-06,17:07,9911-03-06 17:07:00
899,45,13,5,9870-03-22,17:29,9870-03-22 17:29:00
900,64,28,3,9425-11-27,18:52,9425-11-27 18:52:00
901,21,32,9,9618-12-05,09:54,9618-12-05 09:54:00
902,37,21,5,9586-03-03,09:58,9586-03-03 09:58:00
903,120,2,4,9353-06-25,11:09,9353-06-25 11:09:00
904,54,3,7,9508-11-29,10:53,9508-11-29 10:53:00
905,13,18,2,9580-11-13,13:06,9580-11-13 13:06:00
906,57,9,5,9410-09-24,16:26,9410-09-24 16:26:00
907,97,24,10,9345-12-27,14:00,9345-12-27 14:00:00
908,24,14,1,9871-09-14,11:44,9871-09-14 11:44:00
909,54,14,6,9701-08-14,15:15,9701-08-14 15:15:00
910,35,11,10,9618-04-23,16:06,9618-04-23 16:06:00
911,49,24,9,9171-11-19,17:39,9171-11-19 17:39:00
912,115,6,2,9441-01-30,08:08,9441-01-30 08:08:00
913,104,10,9,9163-06-20,18:21,9163-06-20 18:21:00
914,115,14,3,9932-01-29,09:30,9932-01-29 09:30:00
915,69,21,6,9286-09-23,10:16,9286-09-23 10:16:00
916,47,24,5,9224-01-17,08:48,9224-01-17 08:48:00
917,74,8,2,9175-01-27,08:28,9175-01-27 08:28:00
918,108,24,8,9515-01-28,15:18,9515-01-28 15:18:00
919,26,6,10,9404-10-14,09:39,9404-10-14 09:39:00
920,81,8,1,9656-02-08,17:34,9656-02-08 17:34:00
921,59,2,3,9455-10-17,08:14,9455-10-17 08:14:00
922,62,14,2,9365-02-23,10:06,9365-02-23 10:06:00
923,19,17,10,9253-01-30,15:56,9253-01-30 15:56:00
924,128,27,6,9690-07-14,15:38,9690-07-14 15:38:00
925,53,20,7,9697-12-04,11:30,9697-12-04 11:30:00
926,128,31,7,9926-06-14,18:29,9926-06-14 18:29:00
927,18,12,2,9260-02-10,15:13,9260-02-10 15:13:00
928,90,31,2,9026-01-16,14:29,9026-01-16 14:29:00
929,23,13,3,9498-12-21,13:21,9498-12-21 13:21:00
930,73,18,2,9514-02-02,17:59,9514-02-02 17:59:00
931,75,6,10,9922-09-23,16:11,9922-09-23 16:11:00
932,123,3,1,9612-03-11,08:29,9612-03-11 08:29:00
933,40,13,7,9505-12-31,14:18,9505-12-31 14:18:00
934,43,17,8,9432-04-16,10:31,9432-04-16 10:31:00
935,13,1,4,9651-12-20,09:03,9651-12-20 09:03:00
936,104,21,1,9528-10-15,16:12,9528-10-15 16:12:00
937,83,7,4,9964-06-22,18:40,9964-06-22 18:40:00
938,111,17,8,9320-02-26,11:52,9320-02-26 11:52:00
939,98,29,6,9128-01-09,18:57,9128-01-09 18:57:00
940,4,16,1,9223-02-22,15:29,9223-02-22 15:29:00
941,43,1,5,9922-08-22,18:34,9922-08-22 18:34:00
942,22,4,9,9401-02-23,08:17,9401-02-23 08:17:00
943,99,19,6,9293-06-18,10:54,9293-06-18 10:54:00
944,8,23,10,9175-06-17,16:16,9175-06-17 16:16:00
945,34,16,10,9184-04-25,09:54,9184-04-25 09:54:00
946,118,15,8,9844-03-12,10:53,9844-03-12 10:53:00
947,118,32,9,9145-10-23,17:53,9145-10-23 17:53:00
948,82,20,7,9737-09-24,18:52,9737-09-24 18:52:00
949,99,29,3,9245-06-25,08:16,9245-06-25 08:16:00
950,84,10,7,9013-11-12,14:58,9013-11-12 14:58:00
951,16,18,2,9736-06-11,10:10,9736-06-11 10:10:00
952,39,11,6,9660-03-31,08:23,9660-03-31 08:23:00
953,44,19,2,9127-08-03,17:19,9127-08-03 17:19:00
954,68,24,10,9951-12-28,13:22,9951-12-28 13:22:00
955,86,16,1,9464-01-23,15:12,9464-01-23 15:12:00
956,34,12,9,9671-01-19,16:07,9671-01-19 16:07:00
957,8,4,8,9328-03-18,10:31,9328-03-18 10:31:00
958,102,1,6,9209-03-27,14:16,9209-03-27 14:16:00
959,7,16,8,9644-09-12,11:31,9644-09-12 11:31:00
960,34,15,9,9919-09-13,08:00,9919-09-13 08:00:00
961,14,29,1,9286-09-08,10:32,9286-09-08 10:32:00
962,89,6,8,9010-09-22,17:55,9010-09-22 17:55:00
963,79,3,4,9214-07-03,10:33,9214-07-03 10:33:00
964,117,25,8,9687-09-23,16:59,9687-09-23 16:59:00
965,49,21,3,9017-03-03,15:45,9017-03-03 15:45:00
966,41,18,3,9565-05-06,10:59,9565-05-06 10:59:00
967,55,31,4,9772-02-03,16:45,9772-02-03 16:45:00
968,81,25,7,9637-04-12,08:52,9637-04-12 08:52:00
969,83,21,2,9755-06-15,16:50,9755-06-15 16:50:00
970,17,9,2,9744-07-05,14:18,9744-07-05 14:18:00
971,66,5,5,9903-07-18,16:48,9903-07-18 16:48:00
972,116,5,10,9989-01-27,08:32,9989-01-27 08:32:00
973,70,9,3,9268-06-02,08:32,9268-06-02 08:32:00
974,83,26,1,9323-11-23,13:39,9323-11-23 13:39:00
975,52,3,1,9791-12-12,15:46,9791-12-12 15:46:00
976,88,7,5,9769-05-15,10:10,9769-05-15 10:10:00
977,31,26,5,9396-03-04,09:37,9396-03-04 09:37:00
978,50,5,4,9177-11-13,18:34,9177-11-13 18:34:00
979,109,7,6,9068-11-15,09:09,9068-11-15 09:09:00
980,45,12,7,9976-09-24,12:37,9976-09-24 12:37:00
981,28,27,10,9788-03-08,12:27,9788-03-08 12:27:00
982,128,26,7,9364-08-02,13:50,9364-08-02 13:50:00
983,95,4,6,9122-05-22,10:22,9122-05-22 10:22:00
984,19,30,6,9039-03-11,12:14,9039-03-11 12:14:00
985,18,20,4,9241-07-16,17:52,9241-07-16 17:52:00
986,125,8,4,9577-10-08,15:26,9577-10-08 15:26:00
987,59,10,5,9078-06-16,09:22,9078-06-16 09:22:00
988,37,11,9,9215-03-24,17:27,9215-03-24 17:27:00
989,13,13,10,9177-08-08,18:54,9177-08-08 18:54:00
990,85,23,6,9472-09-03,17:30,9472-09-03 17:30:00
991,65,4,2,9198-07-15,11:56,9198-07-15 11:56:00
992,12,5,7,9689-09-12,10:36,9689-09-12 10:36:00
993,7,13,8,9664-08-14,18:12,9664-08-14 18:12:00
994,3,1,10,9724-08-04,10:11,9724-08-04 10:11:00
995,126,24,7,9013-08-31,08:12,9013-08-31 08:12:00
996,74,12,10,9742-10-05,11:33,9742-10-05 11:33:00
997,68,4,7,9262-12-19,09:39,9262-12-19 09:39:00
998,26,2,8,9071-01-28,08:57,9071-01-28 08:57:00
999,49,23,2,9908-06-05,15:25,9908-06-05 15:25:00
1000,107,32,10,9075-03-03,10:47,9075-03-03 10:47:00
1001,57,29,6,9277-07-29,16:44,9277-07-29 16:44:00
1002,63,10,4,9229-02-07,17:01,9229-02-07 17:01:00
1003,112,15,6,9727-09-01,17:08,9727-09-01 17:08:00
1004,108,24,8,9746-01-27,08:37,9746-01-27 08:37:00
1005,38,30,5,9261-05-25,13:29,9261-05-25 13:29:00
1006,61,28,10,9729-08-02,16:15,9729-08-02 16:15:00
1007,79,21,4,9711-06-26,10:04,9711-06-26 10:04:00
1008,118,32,4,9161-02-01,11:30,9161-02-01 11:30:00
1009,66,13,6,9925-04-02,18:12,9925-04-02 18:12:00
1010,70,20,1,9114-06-09,11:18,9114-06-09 11:18:00
1011,14,28,4,9485-09-21,18:19,9485-09-21 18:19:00
1012,110,22,4,9478-07-11,13:19,9478-07-11 13:19:00
1013,71,10,6,9151-12-22,12:41,9151-12-22 12:41:00
1014,99,25,8,9669-06-11,08:32,9669-06-11 08:32:00
1015,26,26,9,9923-05-30,09:43,9923-05-30 09:43:00
1016,51,17,8,9721-10-23,18:11,9721-10-23 18:11:00
1017,111,20,9,9288-08-11,13:53,9288-08-11 13:53:00
1018,114,14,6,9997-08-02,15:45,9997-08-02 15:45:00
1019,69,19,9,9119-06-26,13:14,9119-06-26 13:14:00
1020,103,4,3,9056-02-13,15:28,9056-02-13 15:28:00
1021,113,2,5,9755-05-27,15:50,9755-05-27 15:50:00
1022,48,9,7,9098-05-05,10:52,9098-05-05 10:52:00
1023,91,22,5,9027-04-24,13:43,9027-04-24 13:43:00
1024,12,29,3,9288-05-16,10:03,9288-05-16 10:03:00
1025,103,12,9,9828-05-21,16:04,9828-05-21 16:04:00
1026,62,20,3,9155-07-17,12:01,9155-07-17 12:01:00
1027,72,8,3,9794-08-27,09:10,9794-08-27 09:10:00
1028,27,31,2,9453-03-17,10:28,9453-03-17 10:28:00
1029,65,1,7,9703-03-31,12:44,9703-03-31 12:44:00
1030,95,12,4,9755-10-22,10:59,9755-10-22 10:59:00
1031,84,19,5,9691-06-30,08:05,9691-06-30 08:05:00
1032,106,8,3,9885-12-30,18:06,9885-12-30 18:06:00
1033,19,25,6,9297-09-21,15:51,9297-09-21 15:51:00
1034,5,25,9,9102-11-06,12:33,9102-11-06 12:33:00
1035,53,28,2,9920-11-19,13:24,9920-11-19 13:24:00
1036,123,5,1,9300-10-25,12:33,9300-10-25 12:33:00
1037,32,32,5,9432-07-19,12:46,9432-07-19 12:46:00
1038,15,26,8,9874-11-29,12:42,9874-11-29 12:42:00
1039,111,13,5,9914-09-24,11:01,9914-09-24 11:01:00
1040,56,18,2,9579-07-08,12:12,9579-07-08 12:12:00
1041,117,31,3,9529-03-20,09:51,9529-03-20 09:51:00
1042,18,28,3,9464-10-05,09:09,9464-10-05 09:09:00
1043,63,10,7,9794-07-04,16:30,9794-07-04 16:30:00
1044,110,15,4,9393-03-08,12:02,9393-03-08 12:02:00
1045,63,3,9,9302-12-28,15:52,9302-12-28 15:52:00
1046,3,32,6,9523-08-05,12:43,9523-08-05 12:43:00
1047,66,12,3,9867-04-04,15:39,9867-04-04 15:39:00
1048,115,24,2,9853-01-06,08:06,9853-01-06 08:06:00
1049,48,7,1,9598-09-05,18:19,9598-09-05 18:19:00
1050,82,14,3,9452-09-29,11:45,9452-09-29 11:45:00
1051,1,9,1,9829-03-25,14:07,9829-03-25 14:07:00
1052,73,9,4,9314-07-08,17:26,9314-07-08 17:26:00
1053,26,25,1,9911-12-10,14:37,9911-12-10 14:37:00
1054,122,3,7,9948-10-07,17:23,9948-10-07 17:23:00
1055,33,26,10,9927-11-14,08:12,9927-11-14 08:12:00
1056,93,9,8,9499-09-24,14:30,9499-09-24 14:30:00
1057,6,23,1,9434-12-25,12:46,9434-12-25 12:46:00
1058,93,4,1,9847-09-19,13:50,9847-09-19 13:50:00
1059,28,27,3,9897-03-30,17:13,9897-03-30 17:13:00
1060,114,29,9,9030-09-03,13:00,9030-09-03 13:00:00
1061,100,13,5,9522-07-11,08:21,9522-07-11 08:21:00
1062,6,1,3,9447-05-03,10:29,9447-05-03 10:29:00
1063,68,13,5,9034-12-26,09:52,9034-12-26 09:52:00
1064,9,18,3,9304-02-22,14:38,9304-02-22 14:38:00
1065,67,32,4,9057-11-15,16:42,9057-11-15 16:42:00
1066,46,16,10,9299-06-02,17:50,9299-06-02 17:50:00
1067,65,13,4,9901-08-06,12:43,9901-08-06 12:43:00
1068,114,5,6,9634-06-18,08:06,9634-06-18 08:06:00
1069,46,13,6,9594-04-22,13:41,9594-04-22 13:41:00
1070,52,14,3,9708-10-30,10:16,9708-10-30 10:16:00
1071,29,2,8,9216-06-30,08:51,9216-06-30 08:51:00
1072,123,18,1,9969-04-26,12:31,9969-04-26 12:31:00
1073,108,4,2,9023-12-15,17:38,9023-12-15 17:38:00
1074,102,20,5,9635-06-02,12:14,9635-06-02 12:14:00
1075,87,27,10,9135-10-23,11:06,9135-10-23 11:06:00
1076,108,2,1,9964-05-14,10:06,9964-05-14 10:06:00
1077,33,30,10,9960-04-12,17:55,9960-04-12 17:55:00
1078,112,21,2,9456-10-06,09:45,9456-10-06 09:45:00
1079,111,5,7,9091-03-19,17:20,9091-03-19 17:20:00
1080,59,11,7,9936-09-03,18:56,9936-09-03 18:56:00
1081,69,29,10,9868-03-06,14:52,9868-03-06 14:52:00
1082,117,28,4,9829-01-26,12:11,9829-01-26 12:11:00
1083,119,28,1,9379-10-11,18:37,9379-10-11 18:37:00
1084,31,27,8,9302-06-04,16:41,9302-06-04 16:41:00
1085,25,22,1,9199-12-18,16:59,9199-12-18 16:59:00
1086,21,31,7,9977-09-14,09:27,9977-09-14 09:27:00
1087,39,18,6,9623-03-17,10:43,9623-03-17 10:43:00
1088,55,32,8,9469-03-06,17:26,9469-03-06 17:26:00
1089,58,20,6,9227-06-27,13:34,9227-06-27 13:34:00
1090,83,24,5,9760-10-25,16:59,9760-10-25 16:59:00
1091,121,22,2,9819-05-28,10:02,9819-05-28 10:02:00
1092,92,23,1,9970-03-08,09:08,9970-03-08 09:08:00
1093,112,4,7,9889-06-23,16:31,9889-06-23 16:31:00
1094,45,28,3,9784-08-10,16:44,9784-08-10 16:44:00
1095,120,15,6,9558-02-27,11:49,9558-02-27 11:49:00
1096,126,12,8,9392-06-23,11:13,9392-06-23 11:13:00
1097,5,26,8,9881-05-02,11:44,9881-05-02 11:44:00
1098,88,24,9,9502-02-02,11:13,9502-02-02 11:13:00
1099,43,24,4,9724-10-28,09:07,9724-10-28 09:07:00
1100,128,13,3,9258-04-29,09:07,9258-04-29 09:07:00
1101,79,12,7,9744-05-04,12:22,9744-05-04 12:22:00
1102,5,3,9,9797-03-29,10:43,9797-03-29 10:43:00
1103,6,29,5,9514-09-05,18:56,9514-09-05 18:56:00
1104,21,30,3,9172-07-25,10:23,9172-07-25 10:23:00
1105,36,22,2,9155-10-12,09:30,9155-10-12 09:30:00
1106,43,31,4,9218-01-16,18:19,9218-01-16 18:19:00
1107,9,30,4,9328-12-18,09:57,9328-12-18 09:57:00
1108,27,20,5,9819-06-21,10:25,9819-06-21 10:25:00
1109,79,14,6,9134-04-20,11:57,9134-04-20 11:57:00
1110,10,30,5,9655-07-02,15:17,9655-07-02 15:17:00
1111,60,11,9,9119-07-16,09:58,9119-07-16 09:58:00
1112,44,8,5,9200-02-29,15:29,9200-02-29 15:29:00
1113,57,29,8,9714-09-17,16:07,9714-09-17 16:07:00
1114,72,5,1,9742-05-03,14:49,9742-05-03 14:49:00
1115,2,16,7,9517-02-07,11:55,9517-02-07 11:55:00
1116,12,2,10,9305-08-10,14:57,9305-08-10 14:57:00
1117,99,24,6,9924-04-25,16:54,9924-04-25 16:54:00
1118,73,32,8,9211-05-01,15:04,9211-05-01 15:04:00
1119,13,9,8,9037-02-18,09:04,9037-02-18 09:04:00
1120,96,1,10,9800-04-13,11:48,9800-04-13 11:48:00
1121,63,5,2,9100-07-10,16:30,9100-07-10 16:30:00
1122,101,23,3,9258-07-23,17:41,9258-07-23 17:41:00
1123,119,8,1,9224-07-30,13:13,9224-07-30 13:13:00
1124,100,12,7,9732-11-12,16:22,9732-11-12 16:22:00
1125,38,4,8,9559-08-19,18:33,9559-08-19 18:33:00
1126,56,17,3,9964-01-07,08:44,9964-01-07 08:44:00
1127,117,4,8,9218-08-06,15:45,9218-08-06 15:45:00
1128,57,27,8,9647-08-10,10:53,9647-08-10 10:53:00
1129,27,1,6,9055-09-20,08:37,9055-09-20 08:37:00
1130,111,15,1,9730-07-08,18:56,9730-07-08 18:56:00
1131,111,12,8,9134-02-11,13:06,9134-02-11 13:06:00
1132,85,7,6,9458-11-13,16:16,9458-11-13 16:16:00
1133,52,25,1,9597-05-24,14:15,9597-05-24 14:15:00
1134,46,26,1,9419-01-18,18:34,9419-01-18 18:34:00
1135,98,16,7,9733-12-04,16:35,9733-12-04 16:35:00
1136,26,7,1,9169-09-19,16:59,9169-09-19 16:59:00
1137,8,10,8,9889-04-09,13:25,9889-04-09 13:25:00
1138,106,31,4,9458-03-10,12:17,9458-03-10 12:17:00
1139,89,10,9,9007-01-31,12:03,9007-01-31 12:03:00
1140,8,1,7,9072-04-09,12:31,9072-04-09 12:31:00
1141,122,11,8,9534-10-29,15:08,9534-10-29 15:08:00
1142,116,14,6,9789-10-27,08:47,9789-10-27 08:47:00
1143,61,23,1,9879-10-30,14:41,9879-10-30 14:41:00
1144,82,15,3,9224-06-16,15:16,9224-06-16 15:16:00
1145,69,4,8,9998-06-15,10:24,9998-06-15 10:24:00
1146,30,23,3,9231-10-08,08:55,9231-10-08 08:55:00
1147,91,24,10,9436-11-22,18:59,9436-11-22 18:59:00
1148,116,29,4,9819-12-10,17:29,9819-12-10 17:29:00
1149,126,3,5,9437-07-18,18:21,9437-07-18 18:21:00
1150,116,8,7,9982-12-18,09:48,9982-12-18 09:48:00
1151,58,21,2,9537-02-19,11:48,9537-02-19 11:48:00
1152,87,26,2,9650-05-05,09:54,9650-05-05 09:54:00
1153,36,19,6,9716-05-19,10:52,9716-05-19 10:52:00
1154,14,17,9,9255-04-27,13:36,9255-04-27 13:36:00
1155,5,19,9,9997-08-18,13:11,9997-08-18 13:11:00
1156,125,22,5,9124-05-18,10:51,9124-05-18 10:51:00
1157,6,16,6,9823-05-01,18:07,9823-05-01 18:07:00
1158,119,18,5,9499-08-06,14:11,9499-08-06 14:11:00
1159,40,5,8,9622-06-08,17:24,9622-06-08 17:24:00
1160,12,5,4,9111-09-21,12:43,9111-09-21 12:43:00
1161,40,2,3,9851-09-16,17:17,9851-09-16 17:17:00
1162,79,30,7,9421-11-25,10:30,9421-11-25 10:30:00
1163,77,22,1,9745-12-08,18:58,9745-12-08 18:58:00
1164,28,3,10,9908-04-14,08:26,9908-04-14 08:26:00
1165,67,7,1,9078-05-31,18:43,9078-05-31 18:43:00
1166,28,15,7,9248-01-17,13:37,9248-01-17 13:37:00
1167,62,26,5,9121-08-11,16:06,9121-08-11 16:06:00
1168,128,7,6,9991-07-31,15:50,9991-07-31 15:50:00
1169,69,30,2,9823-08-15,09:32,9823-08-15 09:32:00
1170,92,22,9,9007-01-02,11:15,9007-01-02 11:15:00
1171,80,16,8,9209-01-15,10:12,9209-01-15 10:12:00
1172,95,16,8,9247-05-27,15:01,9247-05-27 15:01:00
1173,23,14,4,9190-03-07,09:58,9190-03-07 09:58:00
1174,73,17,2,9631-09-06,08:11,9631-09-06 08:11:00
1175,6,8,1,9892-11-14,15:58,9892-11-14 15:58:00
1176,67,20,7,9399-11-27,13:52,9399-11-27 13:52:00
1177,81,6,4,9888-02-29,15:46,9888-02-29 15:46:00
1178,128,32,10,9168-09-13,15:11,9168-09-13 15:11:00
1179,100,26,7,9527-09-09,16:26,9527-09-09 16:26:00
1180,24,17,9,9713-10-23,16:06,9713-10-23 16:06:00
1181,113,13,9,9778-08-30,11:15,9778-08-30 11:15:00
1182,10,17,8,9109-07-05,11:58,9109-07-05 11:58:00
1183,79,26,2,9982-11-23,18:14,9982-11-23 18:14:00
1184,30,4,2,9671-01-17,08:43,9671-01-17 08:43:00
1185,94,28,4,9566-03-21,15:22,9566-03-21 15:22:00
1186,57,17,3,9276-09-26,12:41,9276-09-26 12:41:00
1187,54,26,2,9125-02-01,08:11,9125-02-01 08:11:00
1188,1,29,1,9783-07-14,14:47,9783-07-14 14:47:00
1189,66,5,4,9831-08-03,10:15,9831-08-03 10:15:00
1190,86,11,7,9382-05-24,12:39,9382-05-24 12:39:00
1191,16,26,4,9764-03-01,10:32,9764-03-01 10:32:00
1192,69,11,7,9699-12-27,09:19,9699-12-27 09:19:00
1193,109,7,10,9650-01-21,08:41,9650-01-21 08:41:00
1194,70,6,9,9946-04-23,12:14,9946-04-23 12:14:00
1195,15,19,1,9612-09-25,10:12,9612-09-25 10:12:00
1196,62,13,3,9105-03-12,14:18,9105-03-12 14:18:00
1197,67,29,6,9978-07-09,09:21,9978-07-09 09:21:00
1198,80,2,10,9269-10-18,10:58,9269-10-18 10:58:00
1199,40,18,4,9067-11-12,14:24,9067-11-12 14:24:00
1200,7,30,7,9722-05-17,13:47,9722-05-17 13:47:00
1201,38,13,9,9813-09-01,18:18,9813-09-01 18:18:00
1202,28,24,7,9167-05-01,10:04,9167-05-01 10:04:00
1203,52,32,1,9157-12-16,18:49,9157-12-16 18:49:00
1204,62,26,6,9254-06-03,08:31,9254-06-03 08:31:00
1205,25,6,4,9772-06-06,09:27,9772-06-06 09:27:00
1206,92,10,4,9442-08-20,18:57,9442-08-20 18:57:00
1207,87,13,9,9468-01-30,10:22,9468-01-30 10:22:00
1208,10,13,3,9792-12-13,11:09,9792-12-13 11:09:00
1209,95,29,8,9229-05-19,15:59,9229-05-19 15:59:00
1210,119,1,1,9958-06-20,15:02,9958-06-20 15:02:00
1211,26,32,9,9812-09-18,16:14,9812-09-18 16:14:00
1212,77,27,4,9390-09-26,16:54,9390-09-26 16:54:00
1213,11,3,5,9823-11-17,08:24,9823-11-17 08:24:00
1214,124,13,2,9702-12-15,16:33,9702-12-15 16:33:00
1215,94,31,6,9047-04-19,08:18,9047-04-19 08:18:00
1216,121,14,10,9092-05-24,10:42,9092-05-24 10:42:00
1217,115,31,4,9490-09-06,14:52,9490-09-06 14:52:00
1218,67,15,2,9006-05-08,15:35,9006-05-08 15:35:00
1219,32,28,8,9024-05-05,16:48,9024-05-05 16:48:00
1220,104,10,5,9170-01-12,14:13,9170-01-12 14:13:00
1221,114,17,5,9639-03-01,11:54,9639-03-01 11:54:00
1222,124,26,10,9317-10-05,09:36,9317-10-05 09:36:00
1223,99,19,5,9891-11-10,10:39,9891-11-10 10:39:00
1224,51,1,9,9064-10-06,16:04,9064-10-06 16:04:00
1225,79,23,3,9992-06-13,18:09,9992-06-13 18:09:00
1226,87,23,4,9608-01-25,11:00,9608-01-25 11:00:00
1227,7,27,7,9928-12-07,09:06,9928-12-07 09:06:00
1228,55,20,1,9046-10-14,11:10,9046-10-14 11:10:00
1229,76,11,7,9403-10-17,12:34,9403-10-17 12:34:00
1230,123,14,7,9366-09-24,15:50,9366-09-24 15:50:00
1231,64,24,2,9592-08-04,16:15,9592-08-04 16:15:00
1232,79,8,2,9345-01-11,16:08,9345-01-11 16:08:00
1233,90,28,1,9294-06-10,11:31,9294-06-10 11:31:00
1234,98,7,4,9686-05-25,13:44,9686-05-25 13:44:00
1235,92,20,3,9973-02-21,11:45,9973-02-21 11:45:00
1236,56,11,10,9950-09-27,11:20,9950-09-27 11:20:00
1237,123,23,8,9947-05-10,16:26,9947-05-10 16:26:00
1238,64,22,2,9424-06-07,15:23,9424-06-07 15:23:00
1239,66,18,9,9905-03-07,08:08,9905-03-07 08:08:00
1240,88,30,5,9344-04-10,18:28,9344-04-10 18:28:00
1241,87,26,5,9552-12-29,15:59,9552-12-29 15:59:00
1242,128,29,1,9041-03-23,17:07,9041-03-23 17:07:00
1243,51,23,6,9363-11-04,18:40,9363-11-04 18:40:00
1244,89,15,1,9616-05-19,11:33,9616-05-19 11:33:00
1245,34,9,5,9819-04-04,13:05,9819-04-04 13:05:00
1246,26,4,4,9467-12-22,10:49,9467-12-22 10:49:00
1247,112,4,3,9140-06-23,12:26,9140-06-23 12:26:00
1248,28,20,4,9423-08-07,10:48,9423-08-07 10:48:00
1249,98,26,9,9065-06-19,11:59,9065-06-19 11:59:00
1250,85,17,10,9215-06-11,09:30,9215-06-11 09:30:00
1251,120,10,8,9133-09-15,18:33,9133-09-15 18:33:00
1252,61,14,10,9386-07-27,09:53,9386-07-27 09:53:00
1253,107,27,9,9775-12-09,11:28,9775-12-09 11:28:00
1254,33,11,3,9775-04-14,12:25,9775-04-14 12:25:00
1255,88,9,4,9624-04-22,13:23,9624-04-22 13:23:00
1256,65,23,5,9186-06-04,18:51,9186-06-04 18:51:00
1257,124,26,8,9439-11-25,09:13,9439-11-25 09:13:00
1258,110,9,5,9752-07-12,12:15,9752-07-12 12:15:00
1259,48,29,3,9296-04-24,14:04,9296-04-24 14:04:00
1260,42,13,7,9072-03-18,16:17,9072-03-18 16:17:00
1261,75,12,8,9682-07-13,17:25,9682-07-13 17:25:00
1262,56,6,10,9842-12-25,11:30,9842-12-25 11:30:00
1263,3,14,1,9788-01-30,14:47,9788-01-30 14:47:00
1264,60,15,6,9426-07-13,08:47,9426-07-13 08:47:00
1265,34,26,8,9806-01-13,10:39,9806-01-13 10:39:00
1266,3,12,1,9612-01-21,13:04,9612-01-21 13:04:00
1267,98,13,2,9307-07-11,10:46,9307-07-11 10:46:00
1268,102,12,2,9469-10-14,11:05,9469-10-14 11:05:00
1269,56,10,7,9228-09-22,09:01,9228-09-22 09:01:00
1270,5,13,1,9210-06-09,11:12,9210-06-09 11:12:00
1271,50,16,5,9464-05-26,12:16,9464-05-26 12:16:00
1272,70,27,3,9295-01-25,09:48,9295-01-25 09:48:00
1273,66,19,7,9957-04-22,16:59,9957-04-22 16:59:00
1274,25,19,2,9461-05-09,16:56,9461-05-09 16:56:00
1275,17,29,9,9831-03-27,11:55,9831-03-27 11:55:00
1276,119,9,3,9861-12-07,12:51,9861-12-07 12:51:00
1277,48,12,7,9429-05-01,11:27,9429-05-01 11:27:00
1278,66,19,5,9086-11-01,14:10,9086-11-01 14:10:00
1279,43,10,4,9206-05-26,11:30,9206-05-26 11:30:00
1280,43,22,8,9530-01-08,17:31,9530-01-08 17:31:00
1281,35,15,7,9751-12-30,17:52,9751-12-30 17:52:00
1282,123,20,1,9004-04-20,18:24,9004-04-20 18:24:00
1283,124,31,5,9643-11-14,15:13,9643-11-14 15:13:00
1284,106,10,5,9492-04-05,15:43,9492-04-05 15:43:00
1285,116,23,8,9542-04-13,09:28,9542-04-13 09:28:00
1286,48,9,8,9191-01-11,11:30,9191-01-11 11:30:00
1287,113,1,5,9089-10-28,10:05,9089-10-28 10:05:00
1288,58,6,9,9938-07-13,09:55,9938-07-13 09:55:00
1289,15,7,2,9281-01-16,08:04,9281-01-16 08:04:00
1290,82,26,7,9260-05-14,17:13,9260-05-14 17:13:00
1291,5,2,5,9000-10-19,08:20,9000-10-19 08:20:00
1292,102,6,1,9752-10-29,08:36,9752-10-29 08:36:00
1293,71,25,7,9526-05-16,11:41,9526-05-16 11:41:00
1294,62,18,6,9002-08-28,18:28,9002-08-28 18:28:00
1295,12,26,9,9306-06-15,15:59,9306-06-15 15:59:00
1296,121,28,1,9010-04-11,10:31,9010-04-11 10:31:00
1297,46,5,9,9154-09-30,08:01,9154-09-30 08:01:00
